0.000000e+00, 7.173554e+11
1.000000e+00, 6.728252e+11
2.000000e+00, 6.307939e+11
3.000000e+00, 5.911299e+11
4.000000e+00, 5.537110e+11
5.000000e+00, 5.184235e+11
6.000000e+00, 4.851529e+11
7.000000e+00, 4.537955e+11
8.000000e+00, 4.242499e+11
9.000000e+00, 3.964214e+11
1.000000e+01, 3.702190e+11
1.100000e+01, 3.455558e+11
1.200000e+01, 3.223493e+11
1.300000e+01, 3.005213e+11
1.400000e+01, 2.799976e+11
1.500000e+01, 2.607084e+11
1.600000e+01, 2.425850e+11
1.700000e+01, 2.255655e+11
1.800000e+01, 2.095880e+11
1.900000e+01, 1.945954e+11
2.000000e+01, 1.805330e+11
2.100001e+01, 1.673491e+11
2.200000e+01, 1.549946e+11
2.300001e+01, 1.434224e+11
2.400001e+01, 1.325890e+11
2.500001e+01, 1.224515e+11
2.600001e+01, 1.129709e+11
2.700001e+01, 1.041092e+11
2.800001e+01, 9.583047e+10
2.900001e+01, 8.810098e+10
3.000001e+01, 8.088836e+10
3.100001e+01, 7.416263e+10
3.200001e+01, 6.789482e+10
3.300001e+01, 6.205771e+10
3.400001e+01, 5.662529e+10
3.500001e+01, 5.157346e+10
3.600001e+01, 4.687900e+10
3.700001e+01, 4.251998e+10
3.800001e+01, 3.847601e+10
3.900001e+01, 3.472742e+10
4.000001e+01, 3.125598e+10
4.100001e+01, 2.804411e+10
4.200002e+01, 2.507530e+10
4.300002e+01, 2.233437e+10
4.400001e+01, 1.980650e+10
4.500001e+01, 1.747791e+10
4.600001e+01, 1.533557e+10
4.700001e+01, 1.336723e+10
4.800001e+01, 1.156125e+10
4.900000e+01, 9.906948e+09
5.000000e+01, 8.393972e+09
5.100000e+01, 7.012532e+09
5.200000e+01, 5.753781e+09
5.300000e+01, 4.609001e+09
5.399999e+01, 3.570302e+09
5.499999e+01, 2.630051e+09
5.599999e+01, 1.781220e+09
5.699999e+01, 1.017106e+09
5.799999e+01, 3.314734e+08
5.899998e+01, -2.814939e+08
5.999998e+01, -8.272957e+08
6.099998e+01, -1.311101e+09
6.199998e+01, -1.737714e+09
6.299998e+01, -2.111599e+09
6.399997e+01, -2.437020e+09
6.499997e+01, -2.717931e+09
6.599997e+01, -2.957971e+09
6.699997e+01, -3.160603e+09
6.799997e+01, -3.329030e+09
6.899996e+01, -3.466242e+09
6.999996e+01, -3.575042e+09
7.099996e+01, -3.658001e+09
7.199996e+01, -3.717550e+09
7.299996e+01, -3.755925e+09
7.399995e+01, -3.775218e+09
7.499995e+01, -3.777358e+09
7.599995e+01, -3.764127e+09
7.699995e+01, -3.737207e+09
7.799995e+01, -3.698112e+09
7.899994e+01, -3.648278e+09
7.999994e+01, -3.589008e+09
8.099994e+01, -3.521512e+09
8.199994e+01, -3.446900e+09
8.299994e+01, -3.366189e+09
8.399994e+01, -3.280317e+09
8.499994e+01, -3.190141e+09
8.599994e+01, -3.096451e+09
8.699994e+01, -2.999970e+09
8.799995e+01, -2.901338e+09
8.899995e+01, -2.801156e+09
8.999995e+01, -2.699958e+09
9.099996e+01, -2.598236e+09
9.199996e+01, -2.496421e+09
9.299996e+01, -2.394911e+09
9.399997e+01, -2.294060e+09
9.499997e+01, -2.194186e+09
9.599997e+01, -2.095556e+09
9.699997e+01, -1.998425e+09
9.799998e+01, -1.903007e+09
9.899998e+01, -1.809493e+09
9.999998e+01, -1.718038e+09
1.010000e+02, -1.628782e+09
1.020000e+02, -1.541848e+09
1.030000e+02, -1.457322e+09
1.040000e+02, -1.375294e+09
1.050000e+02, -1.295812e+09
1.060000e+02, -1.218935e+09
1.070000e+02, -1.144682e+09
1.080000e+02, -1.073083e+09
1.090000e+02, -1.004142e+09
1.100000e+02, -9.378564e+08
1.110000e+02, -8.742160e+08
1.120000e+02, -8.132008e+08
1.130000e+02, -7.547822e+08
1.140000e+02, -6.989281e+08
1.150000e+02, -6.455971e+08
1.160000e+02, -5.947486e+08
1.170000e+02, -5.463287e+08
1.180000e+02, -5.002848e+08
1.190000e+02, -4.565628e+08
1.200000e+02, -4.151037e+08
1.210000e+02, -3.758445e+08
1.220001e+02, -3.387214e+08
1.230001e+02, -3.036709e+08
1.240001e+02, -2.706279e+08
1.250001e+02, -2.395238e+08
1.260001e+02, -2.102929e+08
1.270001e+02, -1.828670e+08
1.280001e+02, -1.571793e+08
1.290001e+02, -1.331634e+08
1.300001e+02, -1.107500e+08
1.310001e+02, -8.987672e+07
1.320001e+02, -7.047718e+07
1.330001e+02, -5.248681e+07
1.340001e+02, -3.584289e+07
1.350001e+02, -2.048295e+07
1.360001e+02, -6.347250e+06
1.370001e+02, 6.624316e+06
1.380001e+02, 1.848874e+07
1.390001e+02, 2.930224e+07
1.400001e+02, 3.912033e+07
1.410001e+02, 4.799570e+07
1.420001e+02, 5.598026e+07
1.430001e+02, 6.312347e+07
1.440001e+02, 6.947421e+07
1.450001e+02, 7.507883e+07
1.460001e+02, 7.998194e+07
1.470001e+02, 8.422758e+07
1.480001e+02, 8.785680e+07
1.490001e+02, 9.091047e+07
1.500001e+02, 9.342600e+07
1.510001e+02, 9.544095e+07
1.520001e+02, 9.699046e+07
1.530001e+02, 9.810822e+07
1.540001e+02, 9.882634e+07
1.550002e+02, 9.917574e+07
1.560002e+02, 9.918569e+07
1.570002e+02, 9.888410e+07
1.580002e+02, 9.829710e+07
1.590002e+02, 9.745038e+07
1.600002e+02, 9.636750e+07
1.610002e+02, 9.507103e+07
1.620002e+02, 9.358246e+07
1.630002e+02, 9.192195e+07
1.640002e+02, 9.010860e+07
1.650002e+02, 8.816001e+07
1.660002e+02, 8.609334e+07
1.670002e+02, 8.392415e+07
1.680002e+02, 8.166753e+07
1.690002e+02, 7.933707e+07
1.700002e+02, 7.694612e+07
1.710002e+02, 7.450645e+07
1.720002e+02, 7.202939e+07
1.730002e+02, 6.952542e+07
1.740002e+02, 6.700410e+07
1.750002e+02, 6.447461e+07
1.760002e+02, 6.194499e+07
1.770001e+02, 5.942289e+07
1.780001e+02, 5.691523e+07
1.790001e+02, 5.442847e+07
1.800001e+02, 5.196823e+07
1.810001e+02, 4.953980e+07
1.820001e+02, 4.714793e+07
1.830001e+02, 4.479691e+07
1.840001e+02, 4.249053e+07
1.850001e+02, 4.023203e+07
1.860001e+02, 3.802442e+07
1.870001e+02, 3.587020e+07
1.880001e+02, 3.377181e+07
1.890001e+02, 3.173091e+07
1.900001e+02, 2.974901e+07
1.910001e+02, 2.782757e+07
1.920000e+02, 2.596747e+07
1.930000e+02, 2.416952e+07
1.940000e+02, 2.243416e+07
1.950000e+02, 2.076167e+07
1.960000e+02, 1.915219e+07
1.970000e+02, 1.760550e+07
1.980000e+02, 1.612149e+07
1.990000e+02, 1.469956e+07
2.000000e+02, 1.333928e+07
2.010000e+02, 1.203980e+07
2.020000e+02, 1.080042e+07
2.030000e+02, 9.620080e+06
2.040000e+02, 8.497856e+06
2.050000e+02, 7.432546e+06
2.059999e+02, 6.422985e+06
2.069999e+02, 5.467968e+06
2.079999e+02, 4.566141e+06
2.089999e+02, 3.716117e+06
2.099999e+02, 2.916507e+06
2.109999e+02, 2.165818e+06
2.119999e+02, 1.462671e+06
2.129999e+02, 8.054855e+05
2.139999e+02, 1.928125e+05
2.149999e+02, -3.769294e+05
2.159999e+02, -9.052229e+05
2.169999e+02, -1.393608e+06
2.179999e+02, -1.843632e+06
2.189999e+02, -2.256787e+06
2.199998e+02, -2.634594e+06
2.209998e+02, -2.978535e+06
2.219998e+02, -3.290128e+06
2.229998e+02, -3.570790e+06
2.239998e+02, -3.821968e+06
2.249998e+02, -4.045062e+06
2.259998e+02, -4.241506e+06
2.269998e+02, -4.412602e+06
2.279998e+02, -4.559697e+06
2.289998e+02, -4.684108e+06
2.299998e+02, -4.787066e+06
2.309998e+02, -4.869810e+06
2.319998e+02, -4.933562e+06
2.329998e+02, -4.979450e+06
2.339998e+02, -5.008611e+06
2.349997e+02, -5.022150e+06
2.359997e+02, -5.021114e+06
2.369997e+02, -5.006507e+06
2.379997e+02, -4.979342e+06
2.389997e+02, -4.940537e+06
2.399997e+02, -4.890998e+06
2.409997e+02, -4.831636e+06
2.419997e+02, -4.763250e+06
2.429997e+02, -4.686666e+06
2.439997e+02, -4.602646e+06
2.449997e+02, -4.511926e+06
2.459997e+02, -4.415200e+06
2.469997e+02, -4.313142e+06
2.479997e+02, -4.206384e+06
2.489996e+02, -4.095533e+06
2.499996e+02, -3.981147e+06
2.509996e+02, -3.863772e+06
2.519996e+02, -3.743939e+06
2.529996e+02, -3.622102e+06
2.539996e+02, -3.498735e+06
2.549996e+02, -3.374256e+06
2.559996e+02, -3.249074e+06
2.569996e+02, -3.123553e+06
2.579996e+02, -2.998040e+06
2.589996e+02, -2.872878e+06
2.599996e+02, -2.748362e+06
2.609996e+02, -2.624769e+06
2.619996e+02, -2.502355e+06
2.629995e+02, -2.381372e+06
2.639995e+02, -2.262028e+06
2.649995e+02, -2.144520e+06
2.659995e+02, -2.029043e+06
2.669995e+02, -1.915746e+06
2.679995e+02, -1.804788e+06
2.689995e+02, -1.696294e+06
2.699995e+02, -1.590382e+06
2.709995e+02, -1.487156e+06
2.719995e+02, -1.386706e+06
2.729995e+02, -1.289099e+06
2.739995e+02, -1.194404e+06
2.749995e+02, -1.102680e+06
2.759995e+02, -1.013957e+06
2.769994e+02, -9.282685e+05
2.779994e+02, -8.456359e+05
2.789994e+02, -7.660745e+05
2.799994e+02, -6.895841e+05
2.809994e+02, -6.161644e+05
2.819994e+02, -5.457976e+05
2.829994e+02, -4.784672e+05
2.839994e+02, -4.141475e+05
2.849994e+02, -3.528117e+05
2.859994e+02, -2.944175e+05
2.869994e+02, -2.389315e+05
2.879994e+02, -1.862985e+05
2.889994e+02, -1.364753e+05
2.899994e+02, -8.940680e+04
2.909994e+02, -4.503455e+04
2.919993e+02, -3.299177e+03
2.929993e+02, 3.586041e+04
2.939993e+02, 7.251016e+04
2.949993e+02, 1.067163e+05
2.959993e+02, 1.385495e+05
2.969993e+02, 1.680763e+05
2.979993e+02, 1.953713e+05
2.989993e+02, 2.205038e+05
2.999993e+02, 2.435492e+05
3.009993e+02, 2.645784e+05
3.019993e+02, 2.836658e+05
3.029993e+02, 3.008861e+05
3.039993e+02, 3.163112e+05
3.049993e+02, 3.300140e+05
3.059992e+02, 3.420696e+05
3.069992e+02, 3.525484e+05
3.079992e+02, 3.615222e+05
3.089992e+02, 3.690600e+05
3.099992e+02, 3.752343e+05
3.109992e+02, 3.801122e+05
3.119992e+02, 3.837609e+05
3.129992e+02, 3.862475e+05
3.139992e+02, 3.876354e+05
3.149992e+02, 3.879894e+05
3.159992e+02, 3.873702e+05
